,aes,consumption,consumptiongaespump,gesgaes,hour,tec,tes,vde,Дата
13,11302,23699,0,2352,13:00,2085,10789,213,18.01.2014
14,11338,23682,0,2428,14:00,2091,10787,198,18.01.2014
15,11330,23628,0,2244,15:00,2095,10935,108,18.01.2014
16,11357,24073,0,2357,16:00,2110,11177,84,18.01.2014
17,11334,25163,0,3517,17:00,2101,11312,74,18.01.2014
18,11347,25449,0,3661,18:00,2116,11336,89,18.01.2014
19,11338,25005,0,3446,19:00,2111,10971,93,18.01.2014
20,11343,24170,0,2899,20:00,2152,10737,157,18.01.2014
21,11324,23849,0,2596,21:00,2137,10628,164,18.01.2014
22,11330,23291,0,2265,22:00,2144,10582,160,18.01.2014
23,11370,22053,0,2009,23:00,2152,9580,157,18.01.2014
24,11313,20871,0,1243,24,2144,9415,151,18.01.2014
0,11313,20871,0,1243,00:00,2144,9415,151,19.01.2014
1,11304,19806,0,264,01:00,2096,9273,65,19.01.2014
2,11267,19314,-488,164,02:00,2098,9214,59,19.01.2014
3,11158,18905,-707,111,03:00,2110,9189,53,19.01.2014
4,11143,18857,-703,65,04:00,2130,9197,71,19.01.2014
5,11161,19184,-699,301,05:00,2137,9197,78,19.01.2014
6,11149,19546,-480,288,06:00,2172,9240,76,19.01.2014
7,11129,19822,-392,504,07:00,2180,9315,75,19.01.2014
8,11132,20161,0,522,08:00,2196,9332,81,19.01.2014
9,11142,21179,0,1181,09:00,2199,9727,117,19.01.2014
10,11134,22123,0,1698,10:00,2196,10122,162,19.01.2014
11,11159,22436,0,1993,11:00,2198,10231,151,19.01.2014
12,11127,22387,0,1945,12:00,2193,10213,140,19.01.2014
13,11158,22518,0,2114,13:00,2205,10086,109,19.01.2014
14,11159,22676,0,2073,14:00,2171,10183,141,19.01.2014
15,11121,22731,0,2017,15:00,2172,10292,109,19.01.2014
16,11120,23265,0,2450,16:00,2158,10359,90,19.01.2014
17,11134,24585,0,3381,17:00,2160,11009,85,19.01.2014
18,11129,25344,0,3932,18:00,2168,11143,85,19.01.2014
19,11092,24855,0,3522,19:00,2163,11076,85,19.01.2014
20,11129,24592,0,2928,20:00,2168,11439,69,19.01.2014
21,11127,24462,0,2737,21:00,2168,11445,91,19.01.2014
22,11105,23566,0,2122,22:00,2164,11395,139,19.01.2014
23,11097,22185,0,1627,23:00,2174,10209,183,19.01.2014
24,11122,21200,0,1038,24,2181,9911,178,19.01.2014
0,11122,21200,0,1038,00:00,2181,9911,178,20.01.2014
1,11108,20111,-484,409,01:00,2165,9629,207,20.01.2014
2,11110,19450,-488,95,02:00,2172,9536,213,20.01.2014
3,11133,19185,-703,95,03:00,2165,9541,210,20.01.2014
4,11146,19249,-703,97,04:00,2173,9450,204,20.01.2014
5,11145,19536,-699,295,05:00,2180,9433,202,20.01.2014
6,11152,20600,0,516,06:00,2168,9491,212,20.01.2014
7,11157,22596,0,1350,07:00,2166,10924,218,20.01.2014
8,11127,23863,0,1747,08:00,2165,11803,224,20.01.2014
9,11134,25261,0,2314,09:00,2177,12546,226,20.01.2014
10,11133,25826,0,2677,10:00,2167,12640,237,20.01.2014
11,11149,26140,0,2723,11:00,2191,13084,233,20.01.2014
12,11115,25943,0,2221,12:00,2150,13412,231,20.01.2014
13,11112,25832,0,2118,13:00,2157,13543,228,20.01.2014
14,11130,26077,0,2087,14:00,2150,13688,217,20.01.2014
15,11141,25865,0,1868,15:00,2150,13599,218,20.01.2014
16,11145,26062,0,1935,16:00,2152,13661,213,20.01.2014
17,11151,27064,0,3015,17:00,2152,13719,214,20.01.2014
18,11159,27294,0,3235,18:00,2164,13783,201,20.01.2014
19,11139,26714,0,3254,19:00,2168,13003,203,20.01.2014
20,11142,26206,0,2785,20:00,2160,12947,201,20.01.2014
21,11142,25756,0,2394,21:00,2162,12860,197,20.01.2014
22,11121,24926,0,1848,22:00,2169,12769,195,20.01.2014
23,11138,23344,0,1243,23:00,2166,11775,190,20.01.2014
24,11153,22042,-92,591,24,2163,11268,190,20.01.2014
0,11153,22042,-92,591,00:00,2163,11268,190,21.01.2014
1,11112,21071,-92,378,01:00,2095,10302,191,21.01.2014
2,11108,20417,-492,226,02:00,2073,10070,190,21.01.2014
3,11130,20275,-703,330,03:00,2082,10095,211,21.01.2014
4,11088,20065,-699,286,04:00,2096,9925,202,21.01.2014
5,11090,20703,-699,695,05:00,2080,10100,205,21.01.2014
6,11140,21661,0,972,06:00,2080,10181,204,21.01.2014
7,11197,23531,0,1331,07:00,2087,11613,203,21.01.2014
8,11278,24693,0,1459,08:00,2068,12716,208,21.01.2014
9,11304,25839,0,2351,09:00,2075,12912,214,21.01.2014
10,11304,26425,0,2125,10:00,2075,13629,223,21.01.2014
11,11293,26518,0,2156,11:00,2069,13790,234,21.01.2014
12,11299,26296,0,1934,12:00,2104,13795,234,21.01.2014
13,11301,26327,0,2057,13:00,2103,13700,231,21.01.2014
14,11310,26361,0,2170,14:00,2084,13622,233,21.01.2014
15,11417,26338,0,2001,15:00,2095,13786,235,21.01.2014
16,11416,26813,0,2217,16:00,2097,13853,218,21.01.2014
17,11416,27609,0,3117,17:00,2106,13810,217,21.01.2014
18,11403,27765,0,3339,18:00,2093,13909,219,21.01.2014
19,11421,27400,0,2719,19:00,2094,14043,225,21.01.2014
20,11373,27042,0,2295,20:00,2100,14015,219,21.01.2014
21,11402,26425,0,1730,21:00,2097,13996,220,21.01.2014
22,11385,25253,0,1022,22:00,2103,14028,221,21.01.2014
23,11398,23726,0,434,23:00,2115,12829,212,21.01.2014
24,11376,22365,-46,489,24,2119,11372,205,21.01.2014
0,11376,22365,-46,489,00:00,2119,11372,205,22.01.2014
1,11401,21321,-78,442,01:00,2103,10239,220,22.01.2014
2,11422,20693,-442,216,02:00,2105,10127,228,22.01.2014
3,11416,20469,-661,153,03:00,2098,10123,209,22.01.2014
4,11418,20591,-661,241,04:00,2105,10127,225,22.01.2014
5,11415,20788,-661,91,05:00,2102,10461,224,22.01.2014
6,11415,21522,0,123,06:00,2115,10588,246,22.01.2014
7,11434,23532,0,805,07:00,2116,11997,247,22.01.2014
8,11408,24843,0,1290,08:00,2112,12923,251,22.01.2014
9,11414,25919,0,1814,09:00,2106,13472,238,22.01.2014
10,11434,26591,0,1914,10:00,2117,13929,248,22.01.2014
11,11440,26864,0,1793,11:00,2111,14300,254,22.01.2014
12,11409,26662,0,1557,12:00,2101,14332,262,22.01.2014
13,11397,26554,0,1476,13:00,2110,14351,195,22.01.2014
14,11419,26608,0,1498,14:00,2109,14489,134,22.01.2014
15,11479,26480,0,1638,15:00,2114,14155,127,22.01.2014
16,11565,26731,0,2039,16:00,2109,14050,118,22.01.2014
17,11512,27637,0,2804,17:00,2118,14001,115,22.01.2014
18,11515,27978,0,3047,18:00,2224,14205,162,22.01.2014
19,11571,27617,0,2573,19:00,2265,14237,160,22.01.2014
20,11511,27056,0,1855,20:00,2274,14180,129,22.01.2014
21,11527,26539,0,1535,21:00,2269,14193,156,22.01.2014
22,11525,25485,0,778,22:00,2273,14033,153,22.01.2014
23,11548,24124,0,478,23:00,2290,12809,213,22.01.2014
24,11543,22733,-92,216,24,2289,11871,199,22.01.2014
0,11543,22733,-92,216,00:00,2289,11871,199,23.01.2014
1,11543,21542,-488,219,01:00,2309,10934,227,23.01.2014
2,11521,21042,-707,273,02:00,2305,10441,221,23.01.2014
3,11528,20532,-703,107,03:00,2310,10167,179,23.01.2014
4,11516,20799,-699,178,04:00,2306,10263,176,23.01.2014
5,11514,21126,-484,144,05:00,2294,10356,178,23.01.2014
6,11530,21986,-4,304,06:00,2300,10812,180,23.01.2014
7,11522,23981,0,630,07:00,2301,12575,178,23.01.2014
8,11537,25365,0,512,08:00,2321,13949,184,23.01.2014
9,11548,26319,0,921,09:00,2326,14354,115,23.01.2014
10,11558,26637,0,1205,10:00,2314,14385,138,23.01.2014
11,11508,26742,0,982,11:00,2310,14920,156,23.01.2014
12,11531,26595,0,680,12:00,2320,14932,163,23.01.2014
13,11541,26594,0,1001,13:00,2316,14807,142,23.01.2014
14,11538,26382,0,913,14:00,2312,14725,141,23.01.2014
15,11532,26614,0,1472,15:00,2299,14193,101,23.01.2014
16,11534,27002,0,1830,16:00,2314,14177,86,23.01.2014
17,11515,27799,0,2355,17:00,2320,14624,129,23.01.2014
18,11537,28244,0,2642,18:00,2327,14748,86,23.01.2014
19,11544,28092,0,2396,19:00,2329,14795,85,23.01.2014
20,11555,27430,0,1780,20:00,2329,14702,84,23.01.2014
21,11556,26983,0,1292,21:00,2325,14787,135,23.01.2014
22,11542,26059,0,741,22:00,2334,14445,139,23.01.2014
23,11581,24457,0,425,23:00,2343,13127,141,23.01.2014
24,11566,23282,-92,163,24,2346,12194,143,23.01.2014
0,11566,23282,-92,163,00:00,2346,12194,143,24.01.2014
1,11589,22064,-488,314,01:00,2371,11326,98,24.01.2014
2,11536,21324,-492,88,02:00,2375,10790,98,24.01.2014
3,11533,21059,-703,181,03:00,2304,10629,74,24.01.2014
4,11564,21206,-703,215,04:00,2368,10682,122,24.01.2014
5,11563,21697,-703,507,05:00,2372,10761,121,24.01.2014
6,11557,22595,0,463,06:00,2354,11123,142,24.01.2014
7,11553,24453,0,709,07:00,2358,12887,139,24.01.2014
8,11553,25877,0,1080,08:00,2357,13975,85,24.01.2014
9,11551,27247,0,1371,09:00,2368,14824,111,24.01.2014
10,11521,27573,0,1279,10:00,2373,15202,112,24.01.2014
11,11524,27404,0,1143,11:00,2365,15383,76,24.01.2014
12,11512,26982,0,982,12:00,2360,15380,100,24.01.2014
13,11546,26990,0,766,13:00,2364,15401,102,24.01.2014
14,11514,27037,0,855,14:00,2359,15370,77,24.01.2014
15,11546,26768,0,762,15:00,2356,15401,58,24.01.2014
16,11514,27019,0,1003,16:00,2372,15165,45,24.01.2014
17,11521,27901,0,1869,17:00,2374,15301,32,24.01.2014
18,11488,28690,0,2603,18:00,2382,15410,26,24.01.2014
19,11514,28372,0,2258,19:00,2402,15266,28,24.01.2014
20,11477,27832,0,1565,20:00,2394,15247,29,24.01.2014
21,11519,27268,0,1373,21:00,2389,15090,26,24.01.2014
22,11506,26324,0,1125,22:00,2388,14594,45,24.01.2014
23,11508,24894,0,832,23:00,2407,13414,38,24.01.2014
24,11511,23782,-92,512,24,2414,12536,40,24.01.2014
0,11511,23782,-92,512,00:00,2414,12536,40,25.01.2014
1,11510,22642,-488,336,01:00,2356,12038,77,25.01.2014
2,11513,22105,-492,265,02:00,2355,11584,80,25.01.2014
3,11541,21742,-711,207,03:00,2347,11519,79,25.01.2014
4,11521,21820,-707,240,04:00,2367,11556,79,25.01.2014
5,11506,21797,-703,158,05:00,2406,11693,81,25.01.2014
6,11555,22453,-396,197,06:00,2446,11943,86,25.01.2014
7,11515,23216,0,437,07:00,2495,12208,93,25.01.2014
8,11523,24190,0,496,08:00,2495,12938,131,25.01.2014
9,11558,25877,0,1108,09:00,2514,13881,184,25.01.2014
10,11549,26629,0,943,10:00,2508,14722,268,25.01.2014
11,11513,26722,0,1116,11:00,2523,14895,273,25.01.2014
12,11535,26581,0,821,12:00,2522,14999,279,25.01.2014
13,11526,26309,0,655,13:00,2520,15173,242,25.01.2014
14,11536,26122,0,659,14:00,2520,14996,239,25.01.2014
15,11515,25981,0,636,15:00,2469,14834,186,25.01.2014
16,11528,26593,0,1033,16:00,2505,14783,187,25.01.2014
17,11523,27780,0,2262,17:00,2518,14792,179,25.01.2014
18,11497,28417,0,2867,18:00,2515,14785,204,25.01.2014
19,11525,27984,0,2339,19:00,2513,14805,205,25.01.2014
20,11516,27297,0,1562,20:00,2510,14784,205,25.01.2014
21,11477,26824,0,1121,21:00,2516,14770,204,25.01.2014
22,11489,25895,0,491,22:00,2516,14916,200,25.01.2014
23,11499,24681,0,126,23:00,2514,13959,199,25.01.2014
24,11496,23021,0,580,24,2518,12306,200,25.01.2014
0,11496,23021,0,580,00:00,2518,12306,200,26.01.2014
1,11511,22507,-396,122,01:00,2457,11993,195,26.01.2014
2,11513,21633,-492,120,02:00,2506,11583,181,26.01.2014
3,11491,21411,-715,115,03:00,2522,11191,199,26.01.2014
4,11517,21038,-703,111,04:00,2519,11142,196,26.01.2014
5,11518,21389,-703,112,05:00,2561,11212,201,26.01.2014
6,11562,21821,-396,114,06:00,2513,11247,196,26.01.2014
7,11500,22303,-392,520,07:00,2498,11322,196,26.01.2014
8,11540,22799,0,597,08:00,2513,11619,210,26.01.2014
9,11492,24333,0,334,09:00,2499,13188,256,26.01.2014
10,11511,25169,0,624,10:00,2502,13734,255,26.01.2014
11,11539,25536,0,982,11:00,2513,13794,282,26.01.2014
12,11500,25502,0,944,12:00,2507,13685,290,26.01.2014
13,11510,25347,0,733,13:00,2518,13673,266,26.01.2014
14,11523,25145,0,532,14:00,2515,13669,255,26.01.2014
15,11532,25093,0,572,15:00,2503,13663,230,26.01.2014
16,11524,25430,0,960,16:00,2520,13490,208,26.01.2014
17,11526,26604,0,2349,17:00,2524,13576,199,26.01.2014
18,11537,27846,0,2890,18:00,2523,14177,196,26.01.2014
19,11533,27625,0,2524,19:00,2525,14375,200,26.01.2014
20,11499,27117,0,1933,20:00,2516,14215,200,26.01.2014
21,11501,26851,0,1509,21:00,2521,14455,200,26.01.2014
22,11518,26043,0,722,22:00,2515,14611,197,26.01.2014
23,11516,24311,0,124,23:00,2522,13706,199,26.01.2014
24,11534,22952,0,112,24,2529,12154,196,26.01.2014
0,11534,22952,0,112,00:00,2529,12154,196,27.01.2014
1,11511,22090,-488,511,01:00,2516,11149,196,27.01.2014
2,11551,21428,-707,206,02:00,2506,10978,195,27.01.2014
3,11538,21089,-707,118,03:00,2464,10853,208,27.01.2014
4,11552,21360,-707,115,04:00,2465,10948,206,27.01.2014
5,11490,21546,-480,116,05:00,2509,11079,205,27.01.2014
6,11532,22789,0,121,06:00,2507,12073,206,27.01.2014
7,11566,24898,0,308,07:00,2504,13773,205,27.01.2014
8,11534,26453,0,825,08:00,2509,14811,206,27.01.2014
9,11531,27681,0,1834,09:00,2517,15089,216,27.01.2014
10,11543,28447,0,2011,10:00,2519,15552,229,27.01.2014
11,11564,28497,0,1506,11:00,2523,16184,161,27.01.2014
12,11571,28173,0,1377,12:00,2518,15937,222,27.01.2014
13,11539,27814,0,843,13:00,2509,16099,225,27.01.2014
14,11529,28156,0,1083,14:00,2519,16181,165,27.01.2014
15,11517,27882,0,1046,15:00,2516,16134,156,27.01.2014
16,11534,28235,0,931,16:00,2515,16351,116,27.01.2014
17,11571,28814,0,1865,17:00,2514,16208,88,27.01.2014
18,11535,29193,0,2177,18:00,2518,16349,85,27.01.2014
19,11509,29206,0,1921,19:00,2524,16362,169,27.01.2014
20,11539,28462,0,1257,20:00,2514,16342,161,27.01.2014
21,11523,27926,0,846,21:00,2512,16351,197,27.01.2014
22,11552,26795,0,297,22:00,2515,15964,196,27.01.2014
23,11571,25036,0,267,23:00,2522,14182,177,27.01.2014
24,11574,23761,-92,211,24,2517,12801,196,27.01.2014
0,11574,23761,-92,211,00:00,2517,12801,196,28.01.2014
1,11549,22661,-488,101,01:00,2567,12529,176,28.01.2014
2,11543,22057,-488,99,02:00,2607,11797,176,28.01.2014
3,11555,21659,-703,109,03:00,2541,11616,203,28.01.2014
4,11563,21696,-703,104,04:00,2544,11630,203,28.01.2014
5,11530,22033,-480,99,05:00,2593,11732,203,28.01.2014
6,11527,22983,0,107,06:00,2582,12291,219,28.01.2014
7,11528,25059,0,667,07:00,2590,13435,223,28.01.2014
8,11567,26467,0,173,08:00,2590,15425,222,28.01.2014
9,11540,27685,0,1086,09:00,2594,15772,226,28.01.2014
10,11519,28186,0,1335,10:00,2584,15884,223,28.01.2014
11,11562,28406,0,1112,11:00,2583,16384,230,28.01.2014
12,11572,28196,0,930,12:00,2588,16283,251,28.01.2014
13,11534,28057,0,339,13:00,2597,16576,245,28.01.2014
14,11552,28291,0,573,14:00,2589,16434,243,28.01.2014
15,11544,28224,0,783,15:00,2577,16441,226,28.01.2014
16,11539,28258,0,898,16:00,2602,16472,230,28.01.2014
17,11537,29080,0,1761,17:00,2596,16477,229,28.01.2014
18,11571,29682,0,2109,18:00,2597,16741,219,28.01.2014
19,11527,29492,0,1844,19:00,2585,16710,218,28.01.2014
20,11513,28636,0,1041,20:00,2600,16761,220,28.01.2014
21,11529,28139,0,622,21:00,2602,16710,218,28.01.2014
22,11558,27013,0,411,22:00,2595,15875,221,28.01.2014
23,11549,25161,0,280,23:00,2599,13954,224,28.01.2014
24,11567,23862,-92,209,24,2590,12862,214,28.01.2014
0,11567,23862,-92,209,00:00,2590,12862,214,29.01.2014
1,11534,22643,-492,384,01:00,2596,11786,238,29.01.2014
2,11529,22086,-492,103,02:00,2578,11525,231,29.01.2014
3,11550,21820,-707,105,03:00,2503,11371,226,29.01.2014
4,11579,21758,-707,210,04:00,2505,11264,235,29.01.2014
5,11594,22118,-703,388,05:00,2570,11365,236,29.01.2014
6,11546,23173,0,186,06:00,2566,12028,231,29.01.2014
7,11568,25245,0,116,07:00,2574,14048,232,29.01.2014
8,11564,26626,0,550,08:00,2575,15105,241,29.01.2014
9,11593,28182,0,1597,09:00,2592,15594,255,29.01.2014
10,11559,28681,0,1271,10:00,2568,16603,271,29.01.2014
11,11552,28853,0,1169,11:00,2550,16747,289,29.01.2014
12,11513,28597,-46,670,12:00,2571,17055,297,29.01.2014
13,11606,28506,-46,466,13:00,2588,17191,262,29.01.2014
14,11557,28514,-46,428,14:00,2585,17299,278,29.01.2014
15,11554,28422,0,273,15:00,2582,17283,260,29.01.2014
16,11527,28593,0,323,16:00,2584,17302,251,29.01.2014
17,11503,29217,0,1205,17:00,2582,17295,235,29.01.2014
18,11514,29904,0,1886,18:00,2587,17342,237,29.01.2014
19,11572,29650,0,1693,19:00,2598,17239,177,29.01.2014
20,11530,29070,0,980,20:00,2602,17256,188,29.01.2014
21,11496,28261,0,502,21:00,2597,16827,185,29.01.2014
22,11537,27077,0,300,22:00,2601,15936,172,29.01.2014
23,11511,25478,0,562,23:00,2602,14004,181,29.01.2014
24,11518,24241,-92,100,24,2600,13563,175,29.01.2014
0,11518,24241,-92,100,00:00,2600,13563,175,30.01.2014
1,11560,22889,-488,317,01:00,2605,12103,180,30.01.2014
2,11542,22218,-707,71,02:00,2600,12003,216,30.01.2014
3,11563,22241,-711,101,03:00,2531,11930,208,30.01.2014
4,11556,22001,-707,92,04:00,2535,11896,227,30.01.2014
5,11565,22406,-484,100,05:00,2590,12140,206,30.01.2014
6,11571,23468,0,91,06:00,2583,12733,207,30.01.2014
7,11507,25423,0,502,07:00,2586,13916,206,30.01.2014
8,11553,26734,0,732,08:00,2584,15118,186,30.01.2014
9,11556,28418,0,1275,09:00,2588,16336,218,30.01.2014
10,11537,29219,0,1125,10:00,2583,16989,255,30.01.2014
11,11537,29574,0,1497,11:00,2551,17077,266,30.01.2014
12,11556,29312,0,1336,12:00,2536,16980,266,30.01.2014
13,11516,29017,0,1088,13:00,2554,17064,257,30.01.2014
14,11546,29049,-46,837,14:00,2541,17313,238,30.01.2014
15,11542,28840,-46,653,15:00,2546,17396,205,30.01.2014
16,11552,29077,-46,634,16:00,2550,17380,200,30.01.2014
17,11546,29855,0,1462,17:00,2551,17528,184,30.01.2014
18,11570,30727,0,2288,18:00,2556,17619,186,30.01.2014
19,11548,30351,0,1955,19:00,2547,17635,186,30.01.2014
20,11551,29727,0,1396,20:00,2535,17375,185,30.01.2014
21,11545,29205,0,971,21:00,2541,17349,185,30.01.2014
22,11547,28100,0,150,22:00,2530,17317,186,30.01.2014
23,11572,26297,0,83,23:00,2529,15173,185,30.01.2014
24,11537,24824,-92,199,24,2515,13301,186,30.01.2014
0,11537,24824,-92,199,00:00,2515,13301,186,31.01.2014
1,11536,23703,-492,201,01:00,2521,12573,183,31.01.2014
2,11596,23125,-707,205,02:00,2522,12356,184,31.01.2014
3,11557,22940,-707,353,03:00,2497,12257,181,31.01.2014
4,11563,22697,-707,212,04:00,2500,12191,178,31.01.2014
5,11574,23117,-480,352,05:00,2559,12230,179,31.01.2014
6,11581,24076,-4,582,06:00,2563,12615,180,31.01.2014
7,11531,25818,0,379,07:00,2561,14672,179,31.01.2014
8,11567,27361,0,133,08:00,2577,16219,192,31.01.2014
9,11575,28935,0,1160,09:00,2587,16811,232,31.01.2014
10,11545,29795,0,1399,10:00,2596,17401,330,31.01.2014
11,11559,29654,0,1301,11:00,2594,17400,361,31.01.2014
12,11559,29492,-46,1072,12:00,2600,17690,383,31.01.2014
13,11540,29182,-46,688,13:00,2594,17606,328,31.01.2014
14,11553,28944,-46,718,14:00,2600,17658,277,31.01.2014
15,11485,28758,-42,387,15:00,2591,17632,251,31.01.2014
16,11534,28671,0,612,16:00,2596,17442,210,31.01.2014
17,11540,29707,0,1245,17:00,2601,17522,183,31.01.2014
18,11530,30727,0,2068,18:00,2595,17870,182,31.01.2014
19,11515,30490,0,1701,19:00,2599,17955,188,31.01.2014
20,11562,29658,0,743,20:00,2605,17967,191,31.01.2014
21,11538,29244,0,571,21:00,2608,17649,192,31.01.2014
22,11542,28086,0,447,22:00,2615,16899,176,31.01.2014
23,11444,26308,0,189,23:00,2605,15395,190,31.01.2014
24,11549,25059,-92,72,24,2622,14317,191,31.01.2014
0,11549,25059,-92,72,00:00,2622,14317,191,01.02.2014
1,11408,23950,-492,591,01:00,2522,12896,169,01.02.2014
2,11396,23390,-488,210,02:00,2530,12918,185,01.02.2014
3,11397,23284,-707,453,03:00,2520,12744,182,01.02.2014
4,11366,23007,-703,396,04:00,2518,12664,185,01.02.2014
5,11439,23212,-703,452,05:00,2523,12839,181,01.02.2014
6,11401,23673,-396,251,06:00,2521,13234,179,01.02.2014
7,11457,24275,0,68,07:00,2526,13627,167,01.02.2014
8,11406,25573,0,436,08:00,2527,14498,200,01.02.2014
9,11489,27064,0,392,09:00,2521,15853,290,01.02.2014
10,11462,27928,0,724,10:00,2528,16327,345,01.02.2014
11,11535,28330,0,760,11:00,2526,16615,385,01.02.2014
12,11474,28093,-46,680,12:00,2506,16781,397,01.02.2014
13,11493,27903,-46,549,13:00,2480,16750,395,01.02.2014
14,11555,27657,-46,397,14:00,2480,16570,364,01.02.2014
15,11563,27262,-46,397,15:00,2497,16293,303,01.02.2014
16,11555,27762,0,675,16:00,2492,16385,218,01.02.2014
17,11553,28810,0,1802,17:00,2490,16355,212,01.02.2014
18,11593,29916,0,2913,18:00,2494,16351,200,01.02.2014
19,11537,29506,0,2528,19:00,2492,16435,200,01.02.2014
20,11538,29066,0,1940,20:00,2495,16381,209,01.02.2014
21,11535,28372,0,1203,21:00,2501,16321,219,01.02.2014
22,11592,27474,0,505,22:00,2493,16091,208,01.02.2014
23,11566,25965,0,310,23:00,2493,14941,206,01.02.2014
24,11592,24835,0,319,24,2497,13679,208,01.02.2014
0,11592,24835,0,319,00:00,2497,13679,208,02.02.2014
1,11553,23613,-92,81,01:00,2490,12966,193,02.02.2014
2,11583,22987,-488,63,02:00,2496,12729,193,02.02.2014
3,11554,22520,-591,79,03:00,2492,12266,198,02.02.2014
4,11583,22609,-307,63,04:00,2494,12077,193,02.02.2014
5,11532,22604,-703,373,05:00,2512,12096,194,02.02.2014
6,11580,22968,-392,450,06:00,2521,12196,190,02.02.2014
7,11555,23396,-396,635,07:00,2512,12645,196,02.02.2014
8,11544,24206,0,563,08:00,2523,13085,205,02.02.2014
9,11585,25645,0,640,09:00,2512,14330,271,02.02.2014
10,11588,26558,0,1265,10:00,2516,14604,323,02.02.2014
11,11553,26757,0,807,11:00,2529,15424,387,02.02.2014
12,11553,26665,-46,428,12:00,2522,15619,407,02.02.2014
13,11563,26597,-46,304,13:00,2524,15606,389,02.02.2014
14,11558,26222,-46,309,14:00,2527,15234,370,02.02.2014
15,11572,25993,-42,306,15:00,2532,15244,323,02.02.2014
16,11568,26290,0,471,16:00,2539,15154,180,02.02.2014
17,11562,27487,0,1593,17:00,2538,15285,167,02.02.2014
18,11575,28770,0,2746,18:00,2532,15380,163,02.02.2014
19,11549,28855,0,2481,19:00,2534,15708,165,02.02.2014
20,11533,28317,0,1805,20:00,2526,15917,163,02.02.2014
21,11573,27843,0,1073,21:00,2529,16011,161,02.02.2014
22,11554,26852,0,590,22:00,2540,15326,223,02.02.2014
23,11600,25328,0,208,23:00,2548,14318,221,02.02.2014
24,11563,23936,0,501,24,2541,12636,219,02.02.2014
0,11563,23936,0,501,00:00,2541,12636,219,03.02.2014
1,11532,23057,-488,167,01:00,2541,12573,221,03.02.2014
2,11565,22298,-480,67,02:00,2537,12113,221,03.02.2014
3,11575,22243,-703,124,03:00,2531,11821,224,03.02.2014
4,11568,22326,-707,322,04:00,2535,11813,225,03.02.2014
5,11563,22655,-699,67,05:00,2530,12470,220,03.02.2014
6,11578,23782,0,386,06:00,2530,12863,217,03.02.2014
7,11608,25737,0,843,07:00,2531,14539,222,03.02.2014
8,11596,27193,0,698,08:00,2527,16012,244,03.02.2014
9,11590,28383,0,1175,09:00,2533,16677,330,03.02.2014
10,11636,28815,0,1343,10:00,2547,16806,393,03.02.2014
11,11495,28855,0,1452,11:00,2534,16788,421,03.02.2014
12,11590,28546,0,1020,12:00,2523,16818,439,03.02.2014
13,11583,28130,0,716,13:00,2526,16794,436,03.02.2014
14,11545,27902,0,546,14:00,2533,16664,409,03.02.2014
15,11578,27728,0,454,15:00,2524,16511,358,03.02.2014
16,11563,27870,0,591,16:00,2524,16522,248,03.02.2014
17,11576,28369,0,1524,17:00,2520,16406,221,03.02.2014
18,11581,29727,0,2968,18:00,2526,16413,212,03.02.2014
19,11553,29558,0,2774,19:00,2530,16495,217,03.02.2014
20,11551,28887,0,2048,20:00,2537,16483,214,03.02.2014
